,company,location,skills,experience
174,Cognizant Technology Solutions,Kolkata,"reports  ,  mentor  ,  customer interaction  ,  coding  ,  database  ,  security  ,  procedures  ,  c",0 - 3 yrs
175,SKILLVENTORY,Bengaluru / Bangalore,"python  ,  big data  ,  software developement  ,  sql",5 - 10 yrs
176,Epsilon,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  hadoop  ,  big data  ,  crm  ,  python  ,  sas  ,  problem solving  ,  team player  ,  identity management  ,  written communication  ,  sas access",3 - 5 yrs
177,PUBLICIS GROUPE,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  hadoop  ,  big data  ,  crm  ,  python  ,  sas  ,  problem solving  ,  team player  ,  identity management  ,  written communication  ,  sas access",3 - 5 yrs
178,JobsLo Consultants,Bengaluru / Bangalore,"algorithms  ,  python  ,  machine learning  ,  artificial neural networks",3 - 10 yrs
179,Cognizant Technology Solutions,Hyderabad/Secunderabad,"clinical trials  ,  cdm  ,  clinical  ,  pharmacy  ,  data management  ,  pharmacovigilance  ,  life sciences  ,  query management  ,  argus",0 - 3 yrs
180,FE fundinfo,Chennai,"problem solving  ,  .net  ,  technical skills  ,  databases",1 - 2 yrs
181,LAKSH HUMAN RESOURCE,Thiruvananthapuram,"algorithms  ,  python  ,  rdbms  ,  data mining  ,  machine learning  ,  nosql  ,  database  ,  big data",2 - 10 yrs
182,Cognizant Technology Solutions,Mumbai,"clinical trials  ,  cdm  ,  clinical  ,  pharmacy  ,  data management  ,  pharmacovigilance  ,  life sciences  ,  query management",0 - 3 yrs
183,Cognizant Technology Solutions,Mumbai,"reports  ,  mentor  ,  customer interaction  ,  coding  ,  database  ,  security  ,  procedures  ,  c",0 - 3 yrs
184,happy marketers,Singapore,"digital marketing  ,  customer segmentation  ,  marketing analytics",1 - 2 yrs
185,Hitwicket,Hyderabad/Secunderabad,"python  ,  data mining  ,  sql",0 - 3 yrs
186,FresherMart,Gurgaon,"sql queries  ,   vb  ,   Excel Macros  ,   VB",2 - 5 yrs
187,Motorola Mobility Inc.,China,"data mining  ,  sql  ,  system development",3 - 5 yrs
188,TheDataTeam,"Chennai,  Bengaluru / Bangalore","fundamentals  ,  c    ,  signal processing  ,  storage  ,  sql  ,  java  ,  python  ,  machine learning  ,  written communication  ,  project delivery",2 - 5 yrs
189,IKON,Bengaluru / Bangalore,"bi  ,  business intelligence  ,  sql  ,  data modeling  ,  etl  ,  qlikview",3 - 5 yrs
190,Credit Suisse Securities  ( India )  Pvt Ltd,Switzerland,"hive  ,  html5  ,  data mining  ,  bi  ,  big data  ,  python  ,  natural language processing  ,  impala  ,  machine learning  ,  hdfs",2 - 3 yrs
191,"GLOBO HR SOLUTIONS
     (More Jobs)",(More Jobs),"Data Analysis  ,  SPSS  ,  Report Generation  ,  MS Office  ,  Microsoft Excel  ,  advance excel  ,  Data Integration  ,  market research  ,  Statistical Analysis  ,  Data Cleaning  ,  Data Validation",3 - 8 yrs
192,"CANVAS27.com
     (More Jobs)",(More Jobs),"RIVERMINE  ,  Googlesheets  ,  Oracle invoice data  ,  Spreadsheets  ,  Google PLX  ,  sql  ,  google maps  ,  Tems  ,  SQL Scripts  ,  cloud  ,  Reconciliation  ,  teraneuro  ,  google analytics",1 - 6 yrs
193,Ground Truth,Gurgaon,"mobile  ,  sql  ,  Data Analyst",1 - 2 yrs
194,QuEST Global Engineering Pvt Ltd,,"database  ,  oracle  ,   Data Analyst",2 - 3 yrs
195,QBE Insurance Group Limited,,"Data Analyst  ,  sql  ,  database",2 - 5 yrs
196,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  Data Analyst",0 - 3 yrs
197,Cognizant Technology Solutions,Pune,"database  ,  c  ,  Data Analyst",0 - 3 yrs
198,Morningstar India Pvt Ltd,,"python  ,  bi  ,  sql  ,   Data Analyst",2 - 5 yrs
199,Cognizant Technology Solutions,Mumbai,"database  ,  Data Analyst  ,  Query management",0 - 3 yrs
200,Cognizant Technology Solutions,Kolkata,"database  ,  DataBase locks  ,  Data Analyst",0 - 3 yrs
201,NTT Data Vertex Software Inc.,,"consulting  ,  data analyst  ,  database  ,  business process  ,  infrastructure",5 - 8 yrs
202,ANZ GRINDLAYS BANK,Australia,"loans  ,  banking  ,  home loan  ,   Data Analyst",2 - 3 yrs
203,clinton health access initiative,"Delhi,  Delhi/NCR","data analyst  ,  Review data  ,  large data",2 - 5 yrs
204,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists  ,  Data Analyst",0 - 3 yrs
205,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  Data Analyst  ,  SOP  ,   QC checklists",0 - 3 yrs
206,Schneider Electric Pvt Ltd,Philippines,"dashboards  ,  data analyst  ,  tableau  ,  written communication  ,  analyst",2 - 3 yrs
207,Morgan Stanley Pvt Ltd,,"sql  ,  problem solving  ,   Data Analyst",3 - 5 yrs
208,Cognizant Technology Solutions,Hyderabad/Secunderabad,"database  ,  c  ,  SOP  ,   QC checklists  ,  Data Analyst",0 - 3 yrs
209,RGF Professional,Gurgaon,"team player  ,   generate hypotheses  ,   Data Analyst",0 - 3 yrs
210,netomi  ( msgai labs ),Gurgaon,"python  ,  artificial intelligence  ,  messaging  ,  Data Analysts",5 - 8 yrs
211,LINUXBEAN SOLUTION PVT LTD,Indore,"mobile applications  ,  Data Analyst  ,  Web Development",0 - 3 yrs
212,Talent Corner Hr Services Private Limited,"Mumbai,  Bengaluru / Bangalore","Data analyst  ,  SQL  ,  Build Excel models",1 - 4 yrs
213,Novature Tech,Chennai,"xml  ,  json  ,   test data requirements  ,   Data Analyst",4 - 8 yrs
214,"CANVAS27.com
     (More Jobs)",(More Jobs),"RIVERMINE  ,  Googlesheets  ,  Oracle invoice data  ,  Spreadsheets  ,  Google PLX  ,  sql  ,  google maps  ,  Tems  ,  SQL Scripts  ,  cloud  ,  Reconciliation  ,  teraneuro  ,  google analytics",1 - 6 yrs
215,NatWest Group,,"data analytics  ,  sas  ,  data analyst  ,  sql  ,  process mapping  ,  tableau",0 - 3 yrs
216,Analytics Vidhya,Pune,"data analytics  ,  fraud analytics  ,  data analyst  ,  statistical modeling",2 - 5 yrs
217,sciative solutions,Navi Mumbai,"visualization  ,  sql  ,  data analytics  ,  sas  ,  customer success  ,  data analyst",0 - 4 yrs
218,Upstox,"Mumbai,  Bengaluru / Bangalore","Cluster Analysis  ,   Neural Networks  ,   Random Forests  ,   Data Analyst",7 - 10 yrs
219,SKILLVENTORY,Mumbai,"business requirements  ,  dashboards  ,  data analyst  ,  edp  ,  tableau  ,  analyst",2 - 5 yrs
220,APPLYCUP HIRING SOLUTIONS LLP,"Delhi,  Delhi/NCR","visualization  ,  business requirements  ,  bi  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  security",0 - 1 yrs
221,APPLYCUP HIRING SOLUTIONS LLP,Surat,"data analysis  ,  ms access  ,  data analyst  ,  sql  ,  database  ,  vba",0 - 3 yrs
222,alliance recruitment agency,Switzerland,"data analysis  ,  data analyst  ,  vba  ,  business consulting  ,  analyst",2 - 8 yrs
223,GfK,,"database  ,  data analytics  ,  data analysis  ,  data analyst  ,  statistical analysis",0 - 2 yrs
224,Resilinc,Pune,"bi  ,  dashboards  ,  database  ,  data science  ,  data visualization  ,  data analyst  ,  tableau",3 - 6 yrs
225,Indium Software India Pvt Ltd,"Chennai,  Bengaluru / Bangalore","tableau  ,  business requirements  ,  bi  ,  data analyst  ,  tableau developer  ,  sql  ,  alteryx",4 - 10 yrs
226,Nielsen Research Ltd. Co.,,"sql  ,  data analysis  ,  sas  ,  consulting  ,  data analyst  ,  vba",0 - 3 yrs
227,ICON PLC,,"data manager  ,  clinical study  ,  cro  ,  clinical research associate  ,  clinical data analyst  ,  clinical  ,  clinical research  ,  interpretation",3 - 6 yrs
228,SEVEN CONSULTANCY,Mumbai,"data analysis  ,  data analytics  ,  data mining  ,  business analysis  ,  business analyst  ,  data analyst  ,  data science  ,  advanced excel",2 - 5 yrs
229,Believe,,"bi  ,  spss  ,  sql  ,  data analytics  ,  rdbms  ,  information management  ,  sas  ,  fraud analytics  ,  data analyst  ,  tableau  ,  analyst",4 - 5 yrs
230,Taboola,Israel,"bi  ,  dashboards  ,  sql  ,  data analysis  ,  mobile  ,  data analyst  ,  tableau  ,  analyst  ,  forms",2 - 5 yrs
231,Analytics Vidhya,Bengaluru / Bangalore,"business requirements  ,  business environment  ,  dashboards  ,  data analyst  ,  sql  ,  tableau  ,  design thinking",3 - 6 yrs
232,FreshWorks,Chennai,"business requirements  ,  bi  ,  database  ,  functional requirements  ,  gap analysis  ,  business environment  ,  data analyst  ,  tableau  ,  statistical analysis",3 - 7 yrs
233,PTC SOFTWARE,,"bi  ,  dashboards  ,  sql  ,  data analytics  ,  customer success  ,  sas  ,  director  ,  business analytics  ,  data analyst",3 - 6 yrs
234,Impact Guru,Mumbai,"spss  ,  sql  ,  product analyst  ,  sas  ,  mobile  ,  business analytics  ,  data analyst  ,  tableau",1 - 4 yrs
235,Alstom Projects India Ltd.,Bengaluru / Bangalore,"data analytics  ,  director  ,  business process flow  ,  data analyst  ,  database  ,  use cases  ,  infrastructure  ,  data governance",5 - 8 yrs
236,Bloom Consulting Services,Bengaluru / Bangalore,"data mining  ,  data analyst  ,  sql  ,  data scientist  ,  data visualization  ,  logistic regression",2 - 4 yrs
237,Morgan Stanley Pvt Ltd,,"database  ,  data visualization  ,  data analyst  ,  analyst  ,  excel vba",2 - 3 yrs
238,Credit Suisse Securities  ( India )  Pvt Ltd,Pune,"data analytics  ,  data analysis  ,  oracle  ,  bi  ,  business environment  ,  data analyst  ,  tableau  ,  data science  ,  software engineering",3 - 6 yrs
239,SYNGENTA,Pune,"visualization  ,  bi  ,  dashboards  ,  sql  ,  data analysis  ,  business analytics  ,  data analyst  ,  tableau  ,  delivery lead",2 - 5 yrs
240,Infosys Technologies Ltd,,"business requirements  ,  dashboards  ,  data visualization  ,  data analysis  ,  data analyst  ,  business process management  ,  delivery lead",7 - 10 yrs
241,truetech solutions pvt ltd,"Mumbai,  Chennai,  Pune","macros  ,  data analysis  ,  business analysis  ,  business analyst  ,  erp  /  crm  ,  data analyst",5 - 10 yrs
242,WALMART INDIA,,"information technology  ,  data mining  ,  sql  ,  data visualization  ,  data analytics  ,  data analysis  ,  data analyst  ,  impact analysis  ,  tableau",3 - 6 yrs
243,Gojek,Bengaluru / Bangalore,"advanced analytics  ,  visualization  ,  data analysis  ,  bi  ,  mining  ,  dashboards  ,  data analyst  ,  sql  ,  data visualization",2 - 5 yrs
244,ICON PLC,Ireland,"ich  ,  cra  ,  gcp  ,  clinical trials  ,  clinical study  ,  cro  ,  clinical data analyst  ,  clinical  ,  clinical research  ,  interpretation  ,  pharma",3 - 4 yrs
245,Kaplan Test Prep,Bengaluru / Bangalore,"visualization  ,  data mining  ,  sql  ,  data science  ,  data visualization  ,  advanced analytics  ,  data analysis  ,  data analyst  ,  tableau",2 - 5 yrs
246,Credit Suisse Securities  ( India )  Pvt Ltd,Pune,"data analytics  ,  data analysis  ,  oracle  ,  bi  ,  business environment  ,  data analyst  ,  tableau  ,  data science  ,  software engineering",3 - 6 yrs
247,Jio Saavan,"Gurgaon,  Mumbai,  Bengaluru / Bangalore","data mining  ,  dashboards  ,  sql  ,  advanced analytics  ,  data analysis  ,  mobile  ,  data analyst  ,  analytics reporting  ,  tableau",3 - 4 yrs
248,"Jobz Unlimited
     (More Jobs)",(More Jobs),"Data Analyst  ,  Data Analysis  ,  Looker  ,  Tableau   ,  Finance metrics  ,   Finance data model  ,  Finance data layer  ,  Financial Management Reporting  ,  Financial Analyst",3 - 4 yrs
249,Nielsen Research Ltd. Co.,,"bi  ,  dashboards  ,  data analysis  ,  data analytics  ,  data analyst  ,  tableau  ,  vba  ,  consultant  ,  analyst",0 - 3 yrs
250,BrowserStack,Mumbai,"bi  ,  spss  ,  dashboards  ,  sql  ,  data visualization  ,  data analytics  ,  information management  ,  sas  ,  predictive analytics  ,  data analyst  ,  infrastructure",9 - 12 yrs
251,ROCKSTAR GAMES,New York City,"data mining  ,  spss  ,  dashboards  ,  sql  ,  statistical modeling  ,  data analysis  ,  sas  ,  data analyst  ,  tableau  ,  predictive modeling  ,  statistical analysis",5 - 8 yrs
252,Morgan Stanley Pvt Ltd,"Mumbai,  Bengaluru / Bangalore","bpmn  ,  authoring  ,  business requirements  ,  sql  ,  functional requirements  ,  perl  ,  business analysis  ,  data analyst  ,  visio  ,  data governance",10 - 13 yrs
253,DBS Bank Ltd,Hong Kong,"bi  ,  spss  ,  dashboards  ,  sql  ,  database  ,  digitization  ,  use cases  ,  data visualization  ,  oracle  ,  data analytics  ,  sas  ,  data analyst  ,  tableau",0 - 3 yrs
254,WALMART INDIA,,"visualization  ,  information technology  ,  data mining  ,  bi  ,  dashboards  ,  sql  ,  uml  ,  macros  ,  data analytics  ,  sas  ,  data analyst  ,  alteryx  ,  tableau  ,  business objects  ,  visio",4 - 7 yrs
255,ITFORTE STAFFING SERVICES PRIVATE LTD,Gurgaon,"data mining  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  consulting  ,  predictive analytics  ,  it  ,  data analyst",0 - 3 yrs
256,McKinsey & Company Inc,,"business requirements  ,  sql  ,  testing tools  ,  san  ,  advanced analytics  ,  data analysis  ,  data analytics  ,  data analyst  ,  analyst  ,  healthcare analytics",2 - 5 yrs
257,Credit Suisse Securities  ( India )  Pvt Ltd,Pune,"bi  ,  data science  ,  software engineering  ,  data visualization  ,  data analytics  ,  data analysis  ,  oracle  ,  business analysis  ,  business environment  ,  data analyst  ,  tableau",7 - 10 yrs
258,SEVEN CONSULTANCY,Mumbai,"data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",0 - 3 yrs
259,SEVEN CONSULTANCY,"Delhi,  Delhi/NCR","data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",0 - 3 yrs
260,SEVEN CONSULTANCY,Bengaluru / Bangalore,"data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",0 - 3 yrs
261,SEVEN CONSULTANCY,Chennai,"data analytics  ,  big data analytics  ,  data mining  ,  data reports  ,  data analyst  ,  database  ,  data science  ,  data scientist  ,  analyst",4 - 7 yrs
262,HP ENTERPRISE SERVICES,,"visualization  ,  business requirements  ,  regression analysis  ,  dashboards  ,  use cases  ,  data analytics  ,  alteryx  ,  qlik sense  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  san  ,  data analysis  ,  data analyst",2 - 5 yrs
263,SEVEN CONSULTANCY,Hyderabad/Secunderabad,"data mining  ,  spss  ,  data warehousing  ,  sql  ,  data science  ,  xml  ,  data visualization  ,  data analytics  ,  data analysis  ,  sas  ,  information management  ,  big data analytics  ,  data analyst  ,  business objects  ,  analyst",3 - 4 yrs
264,upl limited,Mumbai,"visualization  ,  dashboards  ,  project leader  ,  data analytics  ,  ms access  ,  qlik sense  ,  storage  ,  data extraction  ,  data visualization  ,  data analysis  ,  data analyst  ,  tableau",5 - 8 yrs
265,upl limited,Mumbai,"visualization  ,  dashboards  ,  project leader  ,  data analytics  ,  ms access  ,  qlik sense  ,  storage  ,  data extraction  ,  data visualization  ,  data analysis  ,  data analyst  ,  tableau",5 - 8 yrs
266,FreshWorks,Chennai,"visualization  ,  dashboards  ,  logistic regression  ,  advanced analytics  ,  customer success  ,  bi  ,  sql  ,  database  ,  data science  ,  data visualization  ,  crm  ,  san  ,  sas  ,  spotfire  ,  data analyst  ,  tableau  ,  clusteranalysis",1 - 4 yrs
267,Ciena India Pvt Ltd,,"visualization  ,  bi  ,  data warehousing  ,  sql  ,  data visualization  ,  advanced analytics  ,  data analysis  ,  data analytics  ,  consulting  ,  mobile  ,  business analytics  ,  data analyst  ,  tableau  ,  infrastructure  ,  data governance",6 - 9 yrs
268,DBS Bank Ltd,Indonesia,"data mining  ,  bi  ,  sql  ,  data science  ,  use cases  ,  information systems management  ,  data visualization  ,  sas  ,  data analyst  ,  tableau  ,  data governance  ,  project delivery",3 - 4 yrs
269,Gojek,Bengaluru / Bangalore,"mobile games  ,  dashboards  ,  sql  ,  data extraction  ,  data science  ,  use cases  ,  text mining  ,  data visualization  ,  data analyst  ,  product delivery  ,  tableau  ,  predictive modeling",4 - 7 yrs
270,McKinsey Global Services,,"visualization  ,  dashboards  ,  data analytics  ,  alteryx  ,  data cleaning  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  consulting  ,  data analyst  ,  tableau",3 - 6 yrs
271,GLOBALFOUNDRIES,Bengaluru / Bangalore,"business requirements  ,  information technology  ,  dashboards  ,  data analytics  ,  author  ,  system analyst  ,  user training  ,  business analyst  ,  user stories  ,  database  ,  security  ,  functional specifications  ,  data analysis  ,  solution architect  ,  consulting  ,  data analyst  ,  business process",3 - 5 yrs
272,McKinsey Global Services,Gurgaon,"visualization  ,  requirement gathering  ,  data visualization  ,  macros  ,  data analytics  ,  clm  ,  consulting  ,  solution delivery  ,  data analyst  ,  alteryx  ,  tableau  ,  vba",2 - 5 yrs
273,McKinsey & Company Inc,Germany,"visualization  ,  information technology  ,  bi  ,  dashboards  ,  sql  ,  technologyoperations  ,  data science  ,  data visualization  ,  data analytics  ,  consulting  ,  data analyst  ,  alteryx  ,  tableau  ,  data cleaning  ,  analyst",3 - 6 yrs
274,FreshWorks,Chennai,"visualization  ,  data mining  ,  bi  ,  dashboards  ,  sql  ,  text analytics  ,  database  ,  data science  ,  data visualization  ,  logistic regression  ,  cluster analysis  ,  crm  ,  san  ,  advanced analytics  ,  data analysis  ,  sas  ,  spotfire  ,  data analyst  ,  tableau  ,  infrastructure",0 - 3 yrs
275,J Walter Thompson India Pvt Ltd,South Africa,"digital marketing  ,  market research  ,  social media analyst  ,  consumer behavior  ,  website  ,  marketing  ,  google analytics",1 - 3 yrs
276,Careem,Cairo,"visualization  ,  hosting  ,  dashboards  ,  tableau  ,  analyst",5 - 8 yrs
277,Careem,Pakistan,"visualization  ,  hosting  ,  dashboards  ,  tableau  ,  analyst",5 - 8 yrs
278,Careem,Cairo,"visualization  ,  hosting  ,  dashboards  ,  sql  ,  data analytics  ,  tableau  ,  analyst",8 - 11 yrs
279,Careem,Pakistan,"visualization  ,  hosting  ,  dashboards  ,  sql  ,  data analytics  ,  tableau  ,  analyst",8 - 11 yrs
280,Citibank India,Pune,"data analytics  ,  data analysis  ,  written communication  ,  analyst  ,  statistical modeling",2 - 5 yrs
281,Yors Hr Services,Pune,"contract staffing  ,  hr outsourcing  ,  training  &  development  ,  hr consulting  ,  recruitment  ,  processing",1 - 3 yrs
